killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
SKS,Bluepatrick115,7,200305.2,445241.6,ERANGEL,2U4GBNA0Ymn0Nf0oc_GvC_xmVKUaxOzS0jNEBnviAaYrR49F5Y49t8P9-dUqayXj,817,F_ME_SIDEWAYS,4,180608.2,431489.9
S686,CrazyJohnny,21,443855.9,627610.2,ERANGEL,2U4GBNA0YmlR_k1ELLgK2gUx1NrPHNcIrKXT5F9l_lmVMU2cAZgCh7sJ2P8G5GnY,534,chengbiao666,18,444171,627552.9
Micro UZI,MonoLee,27,410156.1,291602.3,ERANGEL,2U4GBNA0YmnkN8iThdWZ4qNsbByXiP1xdb97pgPMh3_HPl4MpQhE7z1h1cNEFaHz,242,Wozyy,34,410572.6,289332.8
Bluezone,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmnODj88qhYwZ2AFGNy597fwbrVZn305ZRibB82Ly5_1V3erLw2OyDBl,853,itmee,30,0,0
S1897,Shmibity,48,421178.1,324712.5,ERANGEL,2U4GBNA0YmlswpFv767tVomT7EsEKSvFJUxQmdCHjehXegfrXOp55Dgq8J2O0NgA,99,SuperALong666,47,421052.4,324552.1
Punch,Quang_Anh,17,123717.9,412386.3,ERANGEL,2U4GBNA0Ymkqe2OGkQ2Oh-WNmGhYy7rbCNpjZK4LotYXycUhMpB8PUC7uvfcqI73,131,Reaverie,35,123641.8,412361.1
SCAR-L,shdjashdkja,14,437321.4,623576.1,ERANGEL,2U4GBNA0YmnWVjX4UdCSEVrkZWsm_vtp67eZ1J88OEXFup_ggoj7AcvEGGx1IV35,526,Superpanghu1,18,433455.8,626838.4
SCAR-L,Mark-Lin,3,407986.3,483495.9,ERANGEL,2U4GBNA0YmnIACfzyoWTLDF7FrjvyOj74goJcrptoCOva5sZOqapN_YGnPF41BJR,1750,#unknown,2,401035.4,479874.1
P92,Bowar,5,361405.9,412857.3,ERANGEL,2U4GBNA0YmkBVDxP4xkiOA7fTQ6Vm3w_Z7-puNLDtbiUiL-Yd3y3VRRFAjAKrNrC,303,ziqidonglai521,57,361810.5,413241.7
M16A4,nnnKK,3,413913.3,290262.9,ERANGEL,2U4GBNA0Ymm5rveJAhDWsurERtk3uj89BNMAIh-xD7KM4f35MqKHNZ7Bn2Eyqyi2,342,huangss123,64,413673.2,288868.9
Bluezone,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmlHSbj5Dl_8EVIc_0RL6zdsY13nWQMawFhkgoac3cBg4Hvn_Fiii3Rj,1335,whoyourdaddy69,28,0,0
R1895,mengmengpigu,83,420878,324027.4,ERANGEL,2U4GBNA0YmnqBAV5sAf8WgXqQJPTCRUC50gVSqGnVN8clxCZhhJzsm0WU_8j6-h3,102,ahiihi_NooB,86,420794.3,324044.3
R1895,NicePlaylong,3,206354.5,271992,ERANGEL,2U4GBNA0YmleJAceKt83wnADW0X6vlUlZ2C3dzUgKbntDTAQos2gbSqeDxkNgQDC,158,jindou8232,27,206322.8,272132.3
Tommy Gun,141SoapMacTavish,1,564913.9,385927.8,ERANGEL,2U4GBNA0YmkLRz7srrlvgzdzNszExkvl0q1Wi6MT79Oq5havx42jYCjd-lB7VYw5,150,ujwedrhsnik,34,565145.6,385484.9
S1897,GothicFish,69,552970.3,127928.1,ERANGEL,2U4GBNA0Ymmx2ji2utpTqCpwlqHfEPjoNUUEBFt4Eu1otBnDfnsFeKsastpcO2eX,95,stggg,90,553416.8,129232.8
SCAR-L,sujingmin01,2,433636.8,445044.8,ERANGEL,2U4GBNA0Ymn7t2WGP369JnzvcsUk-nhdTRMRwBj1FTrHOyz-mrL9RFSUWz-lIFrc,1330,RTLOKRY,11,432396.5,444367.8
AKM,pirii,5,447624,296313.8,ERANGEL,2U4GBNA0Ymla33qkfH_bKTfds6RVUonE5KaN0NKgks4p78C1n4fD3yPgXQSRDM9k,1271,s1monzz,11,448630.1,297071
UMP9,MadneSswaN,19,170956.2,620466.9,ERANGEL,2U4GBNA0YmlP7Bqmk0CQbY7K7s7JoarEO6rsFldBcuT1jJr22N9NuUIuuQT5yWpz,268,YUNQ624,23,170859.1,620594.4
Grenade,Lunx1an,8,406174.3,370976.9,ERANGEL,2U4GBNA0YmmMvp6zeCK9daJ2yoZHnxr3CEXVulhYhQlag6XjjZTXcOjXBGkAKEt2,1534,panlu520,9,408102.6,372733.5
M416,erge99,3,344671.6,386289.5,NA,2U4GBNA0YmlT84BQzFyf3vV3egROLi5AFZfqTXOmrX_I1T0izLFQB0RZPDRkDWqZ,1615,smbe,5,347719,385776.3
Bluezone,NA,NA,NA,NA,MIRAMAR,2U4GBNA0YmlD_t8mr1bmLNdql9PMc15EkKrIsW7TcMOHd2sg4VyhApGVD0-62_NG,1119,fsfsfsfsss,42,0,0
M16A4,Yifeigggggggg,8,364890.1,417904.2,ERANGEL,2U4GBNA0YmkDrt26cK_PXRpbbcQzaQ6UbPPiHYp8JKWEjObEnajmRgRHMrzTfN0e,862,NDN_Spirit,10,363804.1,417494.3
S1897,PerrisWTF,28,488253.1,458375.5,ERANGEL,2U4GBNA0YmkEUxdibasmqlr03Nad-f3LtRmxOh_qI1h9qRqmQI1y3wwWdr4sd5T0,280,jin_senpai,39,488829.6,458728.5
Down and Out,GOLDLUSER,29,368196.4,395581.8,ERANGEL,2U4GBNA0Ymlur4-GAqJNmM-q5paxcTY8DcgLB4i0iaSGyHOSgrF2XhsGFgdjzcDa,200,Aptus,38,366376.3,394564.2
S686,mimashi1111,3,730591.8,436797.9,ERANGEL,2U4GBNA0YmnzXHTT7dFn7qBf1Y0qF0UK4g8QTvK2PHqOhCvTGkf7E4jrDuXnQAof,248,Vip_906,17,730508.1,437003.2
UMP9,Wyatt1995,25,164330.7,287967.7,ERANGEL,2U4GBNA0YmlixzAYec2MX2SO3RO4zE_UB2R0WY6necQS4LqWt8dxl78RIdqAy8yE,202,cheddachedda,26,163942,287673.4
S1897,HYTTL,10,572991.6,384602.7,ERANGEL,2U4GBNA0YmkGL37AgogPiWb-U1K3K_QrV2b-NumcKjuUvp08HfMJMa2bBsJfanZa,270,Likai__,22,572780.8,384337.2
Punch,skamp666,23,421327.9,324657.3,ERANGEL,2U4GBNA0Ymnsj2pJAvDtb1WsHlbUZ-iAVUzdyxxWkmsPBeGd9PUUB9L9C6ptZ4Xp,171,mankster,43,421400.3,324612.6
M416,xswcdevfr,2,489237.2,636695.6,ERANGEL,2U4GBNA0Ymk1SWL3toa3EtI_CKbC79FfphpFXBJRyC4qLEytbeb4S34afqp-c3I0,1769,yangyulonghJGbfg,4,494475,637556.6
M24,Huang-F1,1,563063,421383.8,MIRAMAR,2U4GBNA0YmlPavQwT-fJTSo4XIpa3n7OIUH7ZgJEg90y4-e2pQ1WgEnYEBClzXbA,1682,rikaikai,2,571129.3,445906.9
Down and Out,KAIkoQWQ,21,482538.6,514588.5,MIRAMAR,2U4GBNA0YmmRbDByJQ_n10NfmaW7N9tjjAeWpIzT8sw0GDtRFjJzTz0oeIdXjKvI,156,AnEpicSheep92,22,483419.2,514787.8
Groza,366898408,1,648257,351338.3,ERANGEL,2U4GBNA0Ymn9sKh-Sud1lFVcKpsYjeqi29zITeVmRfgqVuOLsGmYWHGoMo1_3NaM,1285,hb3655,2,690824,267878.7
M16A4,superppk,24,367263.2,428680.8,MIRAMAR,2U4GBNA0YmlXINnc5PIBEbpNPd5vHlu9YnBoj1zYXfia6OkESnVecw0qDXV-mSdC,203,hojawujdhaw,23,368432.7,431766.9
S1897,Angelabelle,7,150050.2,596484.6,ERANGEL,2U4GBNA0YmneBLdDQKN6f649fLXZAT6sB7MvEq0ZY7HC4jv7c1GvDfX2F-oBeBqR,196,clouderman,23,149472.5,596851.3
Down and Out,OldWolfArtorias,9,569589.6,348216.7,ERANGEL,2U4GBNA0Ymn5qElh8mVqEtJQF8zDbxOYbV-wzPMZ--UDBV3IfmdR7tQZuVPRfiNW,1432,ILYAKOX,10,572624.7,348820.8
AKM,yitryorbit,5,286212.6,734314.7,MIRAMAR,2U4GBNA0YmmSK9UBSitmwxiDP43Q9UrwUSkuoaaO7uOS_OW8mZQmzCge8q80Xrz2,744,Ansasa,13,285178.6,733685.6
S686,bixuchadaoniteng,39,367039.7,410982.2,ERANGEL,2U4GBNA0YmmZzKwALXzvCIxbna3O-giSkjjg8GvMDrUtHHa3bsMvxb45CVYqSZB6,253,Broholdmy44,41,366771.6,410982.2
S1897,feng3185,71,366181.3,415967.6,ERANGEL,2U4GBNA0YmnwBX3Jqr0GhS7YBhYRU-GassSX51wNQDawo9HO97y9gme-wVZZs7Gr,156,Enriqueta,84,366168.1,415811.7
UMP9,xjmqlx,70,194825.3,281673.6,ERANGEL,2U4GBNA0Ymlcc9nOaPpX2tSSFIm2bycLNDS9xKdryiDz0QhJ3TLVaexjKFfSzYh-,178,KingKarNine8K,81,195079.6,281778.6
AKM,Lucifer-china,35,397172.8,288795.9,ERANGEL,2U4GBNA0Ymmy5ZJzggdiU-lKtaktm_lXAd9X8_865-7u7za8Ahmld6L0qwEcdKKT,675,yuanzhang927,43,398633.5,291137.3
M16A4,TopnaqO,19,435128.5,448539.5,ERANGEL,2U4GBNA0YmnwqRhPy2h-oyg0XwtxT77pIH5Re25tJPIark0zdKNoDVaNqDdTNjq9,622,Edison173,12,434911.1,447953.1
Down and Out,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmkDp0NrDe9ZPexgZ3f4gfac6hoLj3EUjk3h0M9fnexINMxmfC7Ruypu,983,cowardicc,16,527246.3,567989.8
M416,JiJiK,14,607373.7,156187.3,ERANGEL,2U4GBNA0YmnmcvwM9NQp0S0JTmVrp6KCQn0PT_TyUNAsZaYJLMXB0SVdIUatyEmR,1170,YifanLi,7,606045.9,156026.6
Bluezone,NA,NA,NA,NA,ERANGEL,2U4GBNA0Ymm9xZRLzyAdFWfYeUpUDoHJrY-K5JLb2qciWu7EzDiDsAfbtN26AK0B,789,12Alpha,29,0,0
S1897,liuxu998866,17,368429.9,127745.1,ERANGEL,2U4GBNA0YmlLuk4ncpafK7i-jFLUNjDNDxspTjiJRybhzlxxIMRPgcxKeY5S7xlB,207,Sherminator,19,368320.1,127908.3
Down and Out,BLOYOL123,3,377147.9,708677.7,ERANGEL,2U4GBNA0YmmrlDdzgwEpbSB4fxZs3XdqqtIRYyKeXz5A54ofN6DohLeRYiQbI271,555,lbtsr,30,380626.6,708871.8
Down and Out,LocalBattles1,2,442368.2,415861.5,NA,2U4GBNA0YmnhE5O0Ab91avSulSYjEoUBFNuFhUHIdbP_T3VgMWkWGdFsVoh0HpnF,1559,NIU1999,4,445999.7,422465.5
UMP9,Belac8,47,419930.6,327342.1,ERANGEL,2U4GBNA0YmmmVe024q8Wkc92LkIaRk0a3pCdgcUSrQ6ugQTz4KVdu8cyypF9guFU,99,SAOLOVE,66,419885.7,327315.3
Bluezone,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmnCooX4S6PyP1NnrbvNViOWJjmy1P-dVboDSHVQRwq1bL_kF5m5C_-D,1487,#unknown,11,645968.4,370615.4
Punch,Ferthux,23,622919.5,376608.2,ERANGEL,2U4GBNA0YmnxWUqsEGisr4kveJRvCrRgs5ovpwdzxTPLeRfVdxPcRd7QzOtRR2QH,225,WOOWWO,25,622849.7,376675.7
M416,LiLaoWu,3,450972.6,633650.4,MIRAMAR,2U4GBNA0YmmMfkCS0PZsk0VU9ZLq0A4joMf7cUzJL_BFilrjUtLRuSRRqpbTXsaJ,1725,TlynT,4,451430.6,635457.8
SCAR-L,234322,10,414472.2,480526.2,ERANGEL,2U4GBNA0YmlXedDPkXfHfXIcby2XU5EUwrd7XGDAcmYTRrgF54sqzl4CJqjJ-OKl,1125,DouYuMafeifeidie,11,399443.1,461395.3
Down and Out,Zhong_Chu,6,373991.5,361054.9,ERANGEL,2U4GBNA0Yml6WccRmurh-hqN_-cNrClnRwuJRO1gpFFxZ90mrZiUyvdbQezl5dk3,1256,Yukiiiirin,10,375539.8,358378.9
Bluezone,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmnHqX8wq0_X4BS_AZutzD-m0hIwS_Wo_Rz7gFYSMe2EMxBCpUt4lqxF,877,yuiooo,23,178796.8,312317.8
M16A4,79cool,19,173135.6,296071.2,MIRAMAR,2U4GBNA0YmkNPv4h1typgogD_XaXfxCphT335ZD-E5o62El0y2Hi0oECiU9OfV7T,94,Salasao,34,173027.5,295164.3
P1911,DevilDp,22,468418,646686.9,ERANGEL,2U4GBNA0YmkWB4Rz-fzChp1SUjCh4Jz2Rr0Un6idYdFzgFik5-lILAA20CK1v0rI,112,blackdeath12323,27,467777.4,646680.9
Down and Out,zmkswl,29,366762,421925.8,MIRAMAR,2U4GBNA0YmlniIEAGj8QikAs2u3Gv5HiIGsp581h_58uSy7EBGx1IMZAFwH-riyY,346,Arrogancesaber,28,367865.2,421418.7
Down and Out,NA,NA,NA,NA,MIRAMAR,2U4GBNA0YmmLByUjwxcTH0kW-w1FDpDMRVobS9EwigF1z-4ZP63-n41yxAl92544,1629,qingjiejie10335,4,654058.9,393284.8
Mini 14,1154377171,19,382069.7,159152.9,ERANGEL,2U4GBNA0YmmvahR0KtxD3dMKiCfElNBEm3LoXx9Tgr2LaTqi961UCY_Xif8CVsv4,1742,Hyper_Boost_01,3,381790.1,160310
M16A4,a_manza,13,335415.7,391330,ERANGEL,2U4GBNA0Yml85dkdvk4iqVRuFL7RlD3Fh4rC6jQOHukR3L4rlZqwbLxkhbGBCevh,702,Time_With_You,17,342325.8,393029.3
AKM,jhj3528,11,521932.3,336234.5,ERANGEL,2U4GBNA0YmlCul1wCWdrIexPbd6I_kJ5oEw0wi1UgOG8XHPAAHvNtNEewkUKRTID,1498,alasweihj,12,520280.8,335729.6
UMP9,DUANJIBAREN1,28,198357.3,279239.5,ERANGEL,2U4GBNA0YmnftQ6le9F3qJnjaNBXCmvrBSTwNu2K3-rnzMwPSDySOfsdZqmpAXkJ,387,WooGochu,32,195511.9,278521.9
Punch,muxiaoyaoooo,20,387980.2,139607,ERANGEL,2U4GBNA0YmkprxH0UT0WawiLZ17mFg4JLrNfbv9spWfWuQfuSyJv5b_Sdzr_Pqig,232,ManyGummyBears,19,0,0
M16A4,huijin6666,15,445662.5,623825.8,ERANGEL,2U4GBNA0YmmCeNG_ugzklPfsylKEGnX5DfovntL9UU5-cPaZGEoTqdbtbtqKGYTc,168,Douhantai,21,449089.1,626772
UMP9,pinggaitadie,28,411026.7,295363.2,ERANGEL,2U4GBNA0YmnAi5vUmMHy06alVL5UE_uqJngwG8DPO6yv9zHx_WPE6HAGo7kwyVc2,155,KamikasePigeon,37,411584.2,295552
Down and Out,SammyGuns,25,216506.9,159175.9,ERANGEL,2U4GBNA0YmmlvlFd6sFJE-vMZY-9VlzeGNyTB8VGv88D4q5h0dCc_ZUypyGr5r9l,222,Joki123321,29,216577.6,158719.1
M416,AAAAZZZZFF,6,437399.5,407298.2,MIRAMAR,2U4GBNA0YmkMNb6dvbUnJUqkmAs_n-a8MnrIKRRhcTT0j_axPfFwriVf3686skrO,716,LSH_SuPreMacY,51,435565.4,405854.8
SCAR-L,69Death69,2,574890.6,464656.3,ERANGEL,2U4GBNA0Ymk_6SF1kJyRAAs2kCG_6LX1ypHFjjjiwrWrzSDoHeyy5KVZ09C9Nvkr,1135,MysticBacon,10,576242.7,461995
M416,Paradiso233,4,377077.5,423559.2,MIRAMAR,2U4GBNA0YmntWq_NAv7u2AHSNYpLJvjjtYOKud93vFWy6RFfGi8J9mEJ5BeVJ4Db,766,Devinitis,27,380716.9,427237.4
UMP9,BoomZYG,10,299811.1,159451.9,ERANGEL,2U4GBNA0YmnO98QdiWpR27xv2Ec0d3phWsT7x81cNacEmthqS5wu2CMguYSi_T5c,1247,Seizzzie,13,299310.1,160595.6
M416,huyehappy,18,436282.6,638552.9,ERANGEL,2U4GBNA0YmksMMLwFy19Ovnb2KMBN_r80kdb1VMUp50Lyu_-9hBEfxXNsmrl-Zk8,485,yiyezhou,2,437811.2,638955.9
S12K,Light_DD,41,572521.5,419804.7,ERANGEL,2U4GBNA0YmkOaTu3-GaR0HjIju591TRcNCcTb9UAxDqtvv1hBe4b8qWXPz5ckrPT,331,ACE-weimin,57,572547.7,420147.6
SCAR-L,philKILLzz,3,372829.1,409245.6,ERANGEL,2U4GBNA0YmlPOXuZ05-v92XUVBD4dkiW_kkr1C_lSCbyAg4RYVaZEUs1Q1pHl3cs,768,Ys-xigua,25,371967.4,410823.5
Mini 14,interestin9_,8,238275.3,303395.1,ERANGEL,2U4GBNA0YmmjQqJ0iWjniAx7T-GWEfYKXgVveDvsbs5u0qpaKN9XSwXNYl3TKnUe,1540,ngoooshy,6,240228.5,302208
Down and Out,PickleRick1,13,119536.1,393106.9,ERANGEL,2U4GBNA0YmlY9Bpcf4wn34fwZxf7QaFjzyUiRXcw4dCR6yeuDKN2R80O3Qx-LfbA,1200,rape-apologist,13,120014.8,393086
SCAR-L,19870501,18,568154.9,387424.3,ERANGEL,2U4GBNA0YmkQGGu3TQ95zCTtfdUBL7d7vCNnpZ8F8bmKkrR21AI0ccCtF9oXm6ZE,163,Kserk,4,569082.3,388370.8
Down and Out,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmnbjwMl0pNcaJTg2WniKycmVxqHMBiE0HRvzovwbVuM7gugt-qRowyI,978,vongola666,13,0,0
DP-28,Artemis-Chao,44,687368.6,461894.6,ERANGEL,2U4GBNA0Yml7ZBNYPEp3N9PrcwY5pCu3gdKJ9jHbrLOEbLw4PRNyoEdX-AWsdeMo,88,WZH555555,31,687462.3,462382.3
Down and Out,chandoihg,18,396295.9,353735.2,ERANGEL,2U4GBNA0YmlnKQeFbi22ThmMhg70fRR69zyMRP7nx1mti9xKh-CKHzeuoaU2Ze4v,688,DousheLord,19,397384.4,351555.1
SKS,chickgodkang,1,266825.3,344102.1,MIRAMAR,2U4GBNA0YmnU5UpcYAYUGT_dhEpudkhp264woHcSR6EhUMrkZ9HkxeUHbWMk-1VE,1633,Fengruqiaotun,5,294150.5,328134
Down and Out,SaucySwan,2,317108.4,586809.4,MIRAMAR,2U4GBNA0Ymn1DzW712HqsgHb7PCruCWa-H6V-KIn4_W6ANXh2BZ_FsPrFbOhU4o0,920,HUAHUARAN,16,319521.4,585166.2
Bluezone,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmmHHLUldv2NpyzQotwYo3TsATwIz8C06KRFoX-Chs6KiwFgXBEyvJl2,870,A_563988973,40,0,0
M16A4,Naregga,15,522951.6,339936.2,MIRAMAR,2U4GBNA0Ymm6BX3Ef40-UPwoOj5ZfC9kizlxP8lNXnDXEcdHcH2zhoBrZGoIz_hg,1022,Adventure2018,21,525138.1,337896.6
Down and Out,Sanctiified,3,627289.1,378455.2,ERANGEL,2U4GBNA0YmkeyHu1FL_mvDrtIKDuJBxF1PfKO5JiPQxWqGWIAHfjY22zsAcPMzAA,151,DopeS0ap,26,627708.8,378594.3
S12K,Jeohh,15,444179.2,621853.4,ERANGEL,2U4GBNA0YmkHpjRFm8LX1Djj8q9NcThx-6awk8DBMeefCGidlLK4DPXcpvNOdxbG,498,Prisonshanker65,16,443509.2,623221.1
Bluezone,NA,NA,NA,NA,ERANGEL,2U4GBNA0Ymnj9CD8so2U82djtTzEy6SPqLp815UNurdZjvYRvV-HmWj1KyFqhBJM,833,1231234aa,31,0,0
Down and Out,rwj2324315282,4,336139.3,344789.9,ERANGEL,2U4GBNA0YmlnA4LyrJzFScHjPQaob6986tGF6T5n2pkaef8lRSsidYb4U3VqYhls,1365,YiHanDeBaBa,9,345177.1,368494.8
S1897,In3xorable,20,367622.2,428867.5,MIRAMAR,2U4GBNA0Ymn8fafNWR8ZTrfJpuKx-RnRLwFKsfxTqm9psIj69ghS45VyWlWzFQqc,218,Silver_Blood538,3,368004.2,428770.1
DP-28,ZJ-88,11,336069.2,159372.7,ERANGEL,2U4GBNA0YmncOwxtOxpwj2ia-ng0aLjHl58JdeIu0ls6AHXnfybYYViwcKIYKikq,143,Luoeneying,45,336034.9,159622.9
UMP9,GiantDragon_Long,64,621865.2,374197.8,ERANGEL,2U4GBNA0YmnPMtQoTnbKc3HJiks4toDC51I8sUtidH1efen05kfD6slsVldSBdcM,136,Max-97,84,622340.1,374725.3
UMP9,AmazingFat,26,440070.3,275685,MIRAMAR,2U4GBNA0Ymll0XIKqJK7IkqpbDpXvLN0qIC6bdY4fMDpCQHxhM7zG669wE7lbVUL,318,Ti623,30,437723.3,276247.3
M16A4,Northe,26,514678.2,468843.5,ERANGEL,2U4GBNA0YmkqX8O3EZ16g5nU99vICQEiqJo1B1HkOEWm6kM6BbJ8Po8wVJP0hLel,1078,TianHui--NiYi,31,519544.1,466708.8
M16A4,Gribblzz,18,420608.8,324429.2,ERANGEL,2U4GBNA0Ymk44oMGfFmtNfvDyjXbOir6p5T9lFSeaaFNUacIUcpMgVSlvLHz2u2O,175,WHIPMYGRANDMA,23,421131.3,324414.5
SCAR-L,ENYOYOYO,7,492208.9,493467.2,MIRAMAR,2U4GBNA0Ymlq5P2fT1RixYESaModpbpzIoYCnnPUsskmqxNqz0KqkCswXOL4aGSW,1582,UnBrokenRank,2,491802.7,493156.3
Bluezone,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmndwO1GWpJ5_bce3nf4Jg0UJUkViCRSFEDsxJIznhDSH7SW0PcRj_C7,829,soulmate-ff,22,452779.2,607968.6
SCAR-L,Ray_123,14,328901.6,392429.9,ERANGEL,2U4GBNA0YmkywfZBLgYea3Fror5Ynctl-xfjJFDtnwRZdMYiqE4VM8A086g1Zoze,1157,Boss_XiNiu,13,331066.3,389873.4
Down and Out,athomas,4,538973.5,196371.3,ERANGEL,2U4GBNA0Ymmgo4bBpw6QkglAy0nEtr0zigGm6wLqUwYz3zkbBKWXDi8DDzk_0nKh,1646,dydydy000,5,544616.4,189890.5
Down and Out,MaXaM,18,266251.2,328152.1,ERANGEL,2U4GBNA0YmmeXkO7KAHGps-K70wYUIzSGOBaklxvU_T4kP9Vl2tQreh1tCnazAWY,746,QingPingGuo3,19,267309.4,326747.7
SKS,Bangz1-S_B,3,437651.5,113168.5,ERANGEL,2U4GBNA0YmlF5RABzSJjWUvtTFIXTfy5TZofRmhB5x-fW985ZkJoyQ1812-1crf-,1673,JimmyJayMN,4,423255.8,113674.8
SCAR-L,liuyunpeng23,1,695911,416155.8,ERANGEL,2U4GBNA0YmkTEMRzym7shjkm7JywtP-cP4trYvkucwm6xmV_0WyQ4rCYNyUARmN_,1301,PeanuToT1,18,697083,415931.8
AKM,Modesyti,23,445170.3,627939.3,ERANGEL,2U4GBNA0YmlGIm81UCWakKIN7xjUycu9w38juydXrBsl8jg8dnvYonmhfHR1OizX,220,JaKrispy,17,444597.6,627835.3
SCAR-L,ZENGgongzi,42,429275.9,635006.4,ERANGEL,2U4GBNA0Yml2Up0N81JPR-dcYsIzl6PNdsQ_thhC57YUpsg8k5TLNTCBTICyGwUb,116,NiZhenKeAiYo,46,429223.2,634951.1
P1911,Yozz-,32,161392.6,291006,ERANGEL,2U4GBNA0Ymny79QxZJ_FE9EwpSf6bSbZU0QPnU8cMUJbDro0hxl5EshciS14fqFw,108,ReturnOTK,49,161737.9,290066.5
Hit by Car,Insti2tionalized,24,541251.7,476650.2,ERANGEL,2U4GBNA0YmncuwR-xCMlk45UFcVVzBopPUHAzrpC8uv9-TQXFB4ZZSOd1tn8w2Qr,517,LiBei_,28,540936.9,477097.3
UMP9,w9oo1woo1w,6,538414.1,244239.5,ERANGEL,2U4GBNA0YmnQ6RPVQu3QAA_zUGzIhmTEuivhKes3DWWAlU_UpTtQjKt6nSaEwDFl,553,jsYELANG,19,539220.2,250847.3
AKM,Jinvc,3,285408.8,398507.8,ERANGEL,2U4GBNA0YmkuL4E5aDeSe4uIVBHdwYgED5B9wXFpR4dij8TXU0AeIWubvAfCanCW,1088,Arme0,29,285405.2,399785.7
Bluezone,HRG823,1,695181.3,456307.9,ERANGEL,2U4GBNA0YmlBCQ_HEIU1BlQUFTsZVmoQyW-JdgcixiEbkkJjQpMijeht12rtm92W,2173,oops_im_trendy,2,696091.4,456453.9
AKM,CanuckMercenary,25,377883.1,414413.6,ERANGEL,2U4GBNA0Ymm-a7GUoCqvI3gPfdATR8yquwOdA0I__8sMOaZhaSJWMMZgsEKUROIw,274,leo178099,29,378166.7,414971.4
Hit by Car,SLIPSTREAM95,36,285870.9,405407.2,ERANGEL,2U4GBNA0YmnD7HsGgSgM7oxm_YPNZMknkcD3RUna4d4S7uKwue61CN0RZ8JLPEL6,820,zazanom,40,285355.6,405636.6
AKM,XKaizerX,14,628798.1,363155.2,ERANGEL,2U4GBNA0Ymk-gik0pXlHzsEZVYvSCmMtb3-BISRwNUZxagKPScoO6gpxx8kwfNUF,441,sockermonkey,17,629106.8,364083.9
M16A4,xIBENJIIx,24,235533.3,309211.2,ERANGEL,2U4GBNA0YmlARwovRQKRXuTRBmEEpbdaEALXCN3ysawbGhH7FXJUB14OLj_1CwOP,959,Bundy2,33,236006.3,308937.6
Down and Out,Trutles,4,337090.1,527406.3,ERANGEL,2U4GBNA0YmlQjEFfF5xLyzzMsqyLzIBruDs5uO8nXeqXSoa2UeRI5c-YLRRY4FGI,1275,XDD8,11,333436.9,523185.2
M16A4,DOUYU912076CC,1,373015.6,438183.5,ERANGEL,2U4GBNA0YmlcEVRgeGcbeZBhGgheYG0IOUBW6TVL203LUn982Yqw__odPidiUCp9,777,smegma_patrol,24,373872.6,436884.2
M16A4,LordGreybeard,54,526303.1,376323.8,MIRAMAR,2U4GBNA0YmlD2iJZU8E33BRpxahDFxVb-N4I_lbnQiGCFyeLLIwRjvyn4smVUoPS,397,Seth92,58,523069.2,376934.2
Falling,jasmine63,17,551264.9,599011.6,ERANGEL,2U4GBNA0YmnddCnu0E7nS8G3X1zPElzlGEiMrgOyNcmE929s62Bjs53_cwPcPkCr,158,gxzgaoqiang,20,550965.3,598730.2
SKS,BaliBli,19,450511.9,620889.6,ERANGEL,2U4GBNA0Ymk87Lt8z7WboRqd7sAy9eiAcCczq0PkH5Mzdonhga1itc96U6a655p1,332,YJ_2Top,18,447301.7,621039.9
Down and Out,Shinbou,3,373730.6,417606,ERANGEL,2U4GBNA0YmnfZxmx6AqmiMWNhfLw-UU_Xes5ulpB_42DokZ1l8mmLcsNq3c_SKKD,1351,niYouLeMeiwo,11,376860.2,419604.8
S1897,ILikeKnives,11,601215.3,479696.1,ERANGEL,2U4GBNA0YmmIvBtqOATCIdAjM3SKcy-mm-FZygFJdtwmFhr451NGRP677JPFjG4G,155,Sggdaker,13,601309.9,479701.5
UMP9,ZhangRG18cm,23,600214.9,487465.5,ERANGEL,2U4GBNA0YmlvLVQUj1rmY5BQVwlNsKo6KmqEr-q7m-wROSpl_F5a8sJf6wdiY5KR,231,IAmCello,22,600494.8,487674.1
M416,RainWoods69,1,528491.8,250127.5,ERANGEL,2U4GBNA0YmmlRARCUlYQ4RP8clUrZNbYlNQtwXARd3ujX6lSiE28NjVBsGJj2C_G,1550,zdwdavid,6,542366.3,264870.6
Down and Out,upmyass999,9,338390.9,524759.3,ERANGEL,2U4GBNA0YmmKtKX9yy5KTVJRCUeGp0fbAQ0B3JdeypZnH7DJr-4vCJt5zQC28Vyo,1433,Trusts,11,337750.2,524729.4
Punch,Besstheone,3,210816.3,560519.2,ERANGEL,2U4GBNA0YmlHyU2OVsP4I_GUAj_y16UaR6OujKU_4G8HQOfbvOK9iwqzGfJzt1JB,245,Rainhearta,24,0,0
