killed_by,killer_name,killer_placement,killer_position_x,killer_position_y,map,match_id,time,victim_name,victim_placement,victim_position_x,victim_position_y
Grenade,Wjzhongguo,46,176542.2,630006.3,ERANGEL,2U4GBNA0YmldZKZra_Gjx0MPRCz4O4HQ0_5Wi4N0LnvJZDZFBPVebBOBpr3d41Ae,137,Wjzhongguo,46,176542.2,630006.3
AKM,Duskyyz,3,631722.4,473425.5,MIRAMAR,2U4GBNA0Ymk81zHVY9iSWG9-UbmLtRcUtv_qX5fxcZC07CA2xfYNHDAfMvwR1Mlu,294,Shrekiii,21,631184.6,473041.3
UMP9,mirenyouge666,11,524455.4,366365.1,MIRAMAR,2U4GBNA0Ymme5JuGgbs8ypxTb_egJBDoen14KoLWBf2W4375q_3g3Cjl4cPBB6pa,384,ambi-dexter,27,524051.5,366227.1
M16A4,CraftyCobbler,2,617165.3,308203.7,ERANGEL,2U4GBNA0YmmNBie0q73tX5osUWVoxpxG-QcxRBgohzq8ZlbkeRiEghGDWezymr1L,1758,YungLocke,5,617410.6,308646.4
UMP9,scouse_bastard,12,437248.8,337048.1,ERANGEL,2U4GBNA0YmkJuuk5aOi3J0oXYR7NSYeVTpNE6M_Qwu7kbHDbNb3OcL8iswy_qZJY,1140,CHATORO,18,436356.6,336229.4
M416,SynysterG8S,9,441027.9,443564.1,ERANGEL,2U4GBNA0YmlX-QJ53nPasi-BWzkRuECC0_yt1oFE91ocWbB3JeNEZCJ5mpvXmsPo,893,zhaoyu0214,6,441265.3,445231.5
AKM,ALEX0324,12,540077.4,235478.4,ERANGEL,2U4GBNA0YmlbqceFpyZqVfGMDjKTN7LwsviI9TmsBwOTZLf5iyS4QDhaG0TU-8Ev,216,HotelCalifornia_,28,540193.9,235740.8
Down and Out,MISSSliusiyu,1,533439.8,141388.9,ERANGEL,2U4GBNA0Ymk8afplhtQcu763Iy0qtjONQ0bx2kXtxhQvjC2rl3KYgVdJ3zu3dcDB,1675,Coach_Lips,6,531361,141652.8
R1895,PowerMangoes,20,369123.5,398650.6,ERANGEL,2U4GBNA0Ymlpuw2VBjijPnwwlBnOriFh7YhA_9O_wm6zHJ8IIbWc_J2__CGW4eYY,199,Whargoulie,26,368780.8,398751.8
Mini 14,Junior1114,13,561300.1,369133.7,ERANGEL,2U4GBNA0Ymn_iabAEZNdmaE40y4fH29Y70NePxW5wPZkdfMHS9WMD13SooQpM9KT,897,Hallovl,18,561425.7,368441.6
Down and Out,playerpunch,28,436934.6,281000.9,MIRAMAR,2U4GBNA0YmlpkOvqT2toxdXMHd0BRq0uWfOrGvWYS9B-HmF_23MGVYzgsIWu5NJc,126,gogokamuna,27,436519,281634.6
UMP9,4343433,56,413919.6,295278.8,ERANGEL,2U4GBNA0Ymn1j3qVYeRSY3listjwQVo9clPXKHTzGKdF_s4wZEHCs6Y0xqmx9Mmi,342,Black0ldTwo,60,413600.8,294482.3
UMP9,fredQAQ,21,347189.9,295518.3,MIRAMAR,2U4GBNA0YmkerMF5LIE56iVyOTO_YCzVGcqSDuDUPt4CFsACieQlPlHMRdhciQev,292,AsuraDream,20,347847.2,295763
Bluezone,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmmFNqtlehoTo760x4hCDE7tHA1kI3D-vduqklgMFIn0sEHWCDYWmd8Q,1352,AmericanAaron,22,0,0
Bluezone,CST-FengHao,12,283780.7,288539.6,ERANGEL,2U4GBNA0Yml_7GeneWiq5bDs6GoE7zNNcWDzEcy_Gr_DXZUqFCtg0iF9b6D2ptYT,1345,threepiece3,19,291711.5,275572.6
P92,mooshka,20,573701.6,383191.1,ERANGEL,2U4GBNA0YmmBbkX9XqzT1jwz4054UaKGQUTtacDlKtVPeP0YRjIqZQkFUlpwsYUI,120,CuaseSecret,47,574016.2,382777.8
S1897,1351611268,28,445747.9,621346.2,ERANGEL,2U4GBNA0YmnVogLIkQw4XGy4nFshcWXK53Yiw8va_f4kT5tLwh0I64K_a3uHZpjT,250,sohobb,28,0,0
M416,O-Brien,9,474697.9,146486,ERANGEL,2U4GBNA0YmkWZEG3PtVmDuNkXComJlDBQ-8kK7xmeEHL1m9Gh1hKZStJy5Gq7Gy9,1170,summer-wendy,7,473798.9,148284.5
SKS,StillShade,35,350153.8,313175.6,ERANGEL,2U4GBNA0Ymn6uyaAItOdLXAPCbTF3rETrrAXrOApvv0mvoLujIKN-6zfcudfyLzI,548,Vulpis__,35,350053.3,312896.3
P1911,red-_-Line,17,151588.9,318891.4,ERANGEL,2U4GBNA0YmnfvjWg5ev9S2RVnZdS3VVQ62Lpab0IcZDhBl575pXAfwuL4PrLTTck,131,JJcarpediem,28,0,0
SCAR-L,gentltlife,2,137024.3,510911.2,ERANGEL,2U4GBNA0YmlWhUy3D8SvQkqGeWf8nwahc2S7FRF9dZBBKmgZBRrchMwHNI7gtiyp,1652,A123789,8,136871,511710.8
M416,aCuiYi,46,211958.3,276085.5,ERANGEL,2U4GBNA0YmmBODVUqErntrjDMS59Xnw0JgcjRVOZd_TDzJbvobkd0NJedHCjteb-,92,li948174122,92,210221.8,276683.4
S1897,#unknown,85,208908.9,729955.8,MIRAMAR,2U4GBNA0YmliKlR4ipGPHVrlUEYb13sASEATbUr9dRE-SHG5MpM49YjWy24KSS9E,78,Divede,88,209338.7,729720.4
M16A4,ELITE13,1,274284.9,557135.4,MIRAMAR,2U4GBNA0Ymlkj3b9xyRmzmwy8xnu8EmglcEbFwLFgcwvUD0tlSoptT-lz-8S-jyL,1403,J-xiAowEi,9,270963.8,557252.3
AKM,egjer,14,467797.5,473499.2,ERANGEL,2U4GBNA0YmlCoZcU3Knxvv6T1g1JctKm4w0NY-rgSGsU9Bla6Dj_DgM3IovCvGKu,1009,Valnech,16,471515.6,474850.6
Punch,GouDanJun1,20,731468.8,437448.7,ERANGEL,2U4GBNA0YmmzHF2PII96ooZUANvaBEZEDjCTyRVAlEhaaBJHA8Ivs23A3yyd6kWB,122,T-R-I-G,16,731394.1,437477
SKS,MR-Song,13,462396.1,317080.7,MIRAMAR,2U4GBNA0Ymk5pUQ2I3GipTGsfX_wZj-6UHGn6_efpmcj1pSAhekc3kNocHokWxEJ,839,k3fjeee,17,453851.3,317268.6
Bluezone,NA,NA,NA,NA,ERANGEL,2U4GBNA0Ymnyj_-eibr2m7B6rPEvWu_L2UPPV6dMaaUA4ThCcHPTr_wfuhEi9uaP,827,God_dongzi,28,0,0
Down and Out,nidiguage,26,130189.6,299680.4,ERANGEL,2U4GBNA0Ymkc7EexfRdv2RGmeMETqgJDEJSbvARZAJ23NjWk9Cz1xc0AGs8oqtPN,130,HotSwap,23,130164.9,299571.5
Kar98k,JYkangshao666,3,401451.9,545899.5,MIRAMAR,2U4GBNA0YmmrMlL4_daU7ua9YqRs_LEwznN_VydDJK-X89-KHI1wIqIEQ7ehdgEr,1256,DirtySprite,8,396120.2,541765.1
AKM,wjzzyy,3,570497.9,388881.1,ERANGEL,2U4GBNA0YmltToRj3Sz8j1YrJMUpXSlWvpIPSLJjd0H44GtJoyNQTPswvYvmI9Sq,171,Fckubaby,68,571007.8,388058.1
Tommy Gun,biyunhan,21,376639.6,418125.8,ERANGEL,2U4GBNA0YmmkRZQEKn1Mdf2K9ttI0HPzBo6L9Dtb_H5O7x1tWJusqCN0LcfnLDjT,234,MUERTO1,18,376881.9,418325.9
Falling,Simeath,11,313761.5,247437.1,ERANGEL,2U4GBNA0Ymm0NfJTpa21iKzA41yYoF69qUi_gAPG9xN_URyZj663O0LP2GFtX8X2,859,Khiemchi,13,310412.8,247252.6
M16A4,tian-zelin,5,232056.8,287528.7,ERANGEL,2U4GBNA0YmkqzcCey18ehfUWZhfm6uOq81WnTUWH1KBAdxUO7CRnN3W_-2aGrogN,970,SamKat,15,220626.7,282646.6
S12K,Jaguar585,6,303058.8,563894.9,ERANGEL,2U4GBNA0YmkX5mkYghuiV3GC6hS9yuwp99_ARSKYGwkN_E_hNH49Cx_NDB4MMjGW,208,zidane19,37,302778.9,564023.8
Down and Out,Ellen_6,3,209158.3,469294.2,ERANGEL,2U4GBNA0YmkO-NxFAtPQgZH30GG8PlkJCrbf2JJHKhtQrUqQI7ElYD44J9Qcub25,1377,sdre34,9,209274.6,468940.8
Bluezone,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmmzA5LsfEyVeydIlh3et_M9ET52GP6hw2Bf3j9TXkfyhJdh9CH7k_f0,869,SenpaiRem,27,0,0
SCAR-L,AyAyr0n,4,503767.2,433045.9,ERANGEL,2U4GBNA0YmnZGJ97ew5mKq2g3gGLUoA3ruGzE4itinLmxXZ_hlQ_Vx5hYhjO_loV,880,YYangyi,12,510431.1,437071.3
Punch,TZC123456789,31,655272.3,168146.1,ERANGEL,2U4GBNA0YmmO_WoYMMoainVZN7686JXqwBMKVkPfI8fn1Sx57zx4l4BKKJznmT4a,328,On55ly,26,655341.6,168081.1
SCAR-L,sharenruma1996,3,192692.8,207096.9,ERANGEL,2U4GBNA0Ymny7nHLLtf04ipypJ95WDCyahOL1Hi6G2_lgG9kSDfD5JJTg78mXIPK,1266,Terroristtttt,17,196262.4,202656.3
AKM,CLQXTITI,2,447139.8,370884.8,MIRAMAR,2U4GBNA0YmlPJBlIMK2MnY6HKCFvrbvDpphP6pTzDXWyPgEMSSotlXmYnN1WRCCh,1016,Anubis790406,8,447133.3,370620.5
Down and Out,Worminfested,13,431395,315572.3,ERANGEL,2U4GBNA0Ymn-sy5MTJYMwoRykUhtgpw98OuTg-sYHm2j2SalV31ZeiQJXDwEbvpZ,942,LAoutlaw,11,458952.9,321320.9
AKM,Dc8888,4,490324.8,348603,ERANGEL,2U4GBNA0Yml6JHNAIlrmL00D735B6FKsb635HmeM6KWQ_m1WRz9lmW78YzblwQQ9,1354,Strokum,22,491117.5,348110.6
M16A4,JigsawsSon,10,341370.1,492454.9,ERANGEL,2U4GBNA0YmnK6FEaL1v4uFAiGrMkD6BTcRnnXejAby41hIreeqAcb6nTt5z3_EO-,632,Lucardio,24,335919.3,491210.1
SCAR-L,China_nmwh_smq,12,559360.6,502580.2,ERANGEL,2U4GBNA0YmkTsBKpaF164s7tywEczU_-7JWkrxaw3yc402lAwoOlHIZC55GRKUal,1245,AnselZ,20,574418.3,497362
M16A4,TwentyFortyFive,20,152229.8,318282.5,ERANGEL,2U4GBNA0YmmsgPZNjrTNfrYJj-IzqInE2_RkjCmz9kw_oQGIM9CgsbweA7PoO05L,134,Rebelsnowy,25,151877.7,317911.2
M416,xxcinn,8,657410.6,354360.7,ERANGEL,2U4GBNA0Ymn8FgQv-zgmGdxeUUMXE-WbAE1SjeQ09LNpHdeJRQxIbB6qqwgzeydY,1467,Piethon,9,657710.4,354304.6
SCAR-L,AlvincooL,22,199016,287645.6,ERANGEL,2U4GBNA0YmlOdpFUfMsuVFG8e_lMv91YX6uOIfb77vE0ipztwPdiAdfWjtA0t9gx,215,SFUfutouge,3,198865.8,288115.8
UMP9,YYJ-2699,7,460915.9,637336.1,MIRAMAR,2U4GBNA0Ymk2-rtTmaduIk8gpn2eM04xK_kW8pxJcho_0FOyCyJQRt4-G_I6YLPq,257,LYYKBZ,63,461236.1,637655
S686,KingwwKing,31,373119.6,399083.2,ERANGEL,2U4GBNA0Ymm016U_dVOlSBUChF6DXJaSZkd5zVITFPUWxCgGHUsITu9AuX3mY5lk,356,wangjia0951,52,373056.5,398464.8
SCAR-L,soulmatecy,12,160994.4,281247.5,ERANGEL,2U4GBNA0YmlPf09oKs0m2xgw0EI-QIR5DpHeVBEPQqKu6bEpbHsuSvTte1qr-cS5,378,SatanSOF2,18,164698.3,280590
M416,mtz0919,7,245374.2,280928.8,ERANGEL,2U4GBNA0Ymlme0Yl59-s0BipAxwOAQwp1oQ3D-kOliTDVJgR4xvpbnbK6TNiRUVR,1090,zgsLHR,24,247671.5,280781
Punch,DengRuHua01,7,371647,508660.2,ERANGEL,2U4GBNA0YmmAXtPosHcGoPHHR2xt8q3jPTVWlEBucvLORvfPXRo2DD-9zPr_PNPh,123,1991518dd,NA,371692.7,508726.1
Micro UZI,Flynxi,59,423775.5,327561.3,ERANGEL,2U4GBNA0YmlFM5rLrpOZZl9WgQoQ4bHMnHww0hPdzm_wR5MeOHDy3yFnjQEuFGHX,158,codohundo,66,423747.3,327884.4
AKM,HunterXLolz,36,417644.2,580648.4,MIRAMAR,2U4GBNA0Ymlk7S3MqmjuZbgWEhpm8SP5jb9E3S2MYbkRtbkTQX4Dr9dw8Mg2Px97,132,NIDEDIEDIEHEHE,66,416398.6,580023.2
M16A4,Ancestor8820,3,191491.4,458150.3,MIRAMAR,2U4GBNA0YmlnmsuAVqrNZ3LPQtagebPRnO9C-fFTlSZG-Z0nXM2eHTq5MN1EI0sg,1723,sjk-10000,6,191523.4,457304
UMP9,BULE-SKY-YI,10,570884.4,380542.5,ERANGEL,2U4GBNA0YmkMPwqUS-sZnwtPyXB4zOMCh8mbTUUO9HtyjvRzi8ZcnqhHL2TL8XhO,238,ugeun,24,571010,380181.8
Down and Out,An9005,1,669142.4,469414.8,ERANGEL,2U4GBNA0Ymn73SmtlN1ccRuUiwE7T3R9pjs8cXJ3MxIJSD_093NtKQYEDE8mUaUY,1972,CPTDarkKnight,NA,670698.6,470269.7
UMP9,StruggleMA,21,627496.6,378806.8,ERANGEL,2U4GBNA0Yml9oenAJg6SIXu3IylLFsO3tWL5NG2jt-RVkFgnC73q0_iup6O9WmwV,243,dingkiiii,24,627161.1,379088.8
Micro UZI,cheese17,6,157806.2,594637.1,ERANGEL,2U4GBNA0YmmFOdVyYzYHQBjKm4BEJkvZBD-7vW-5chLcW9_iq72Hxptcx1ZAy-Hs,288,zhaoyanze,24,157766.7,594152.4
S1897,VonicTheRonin,3,171044.1,280362.9,ERANGEL,2U4GBNA0YmmAuqoPRDP7l6ADtl16JSR2-mS4VKVFRrKdET_aAQmbgWTZriJ8rrC9,221,TheBeastlyKidd,42,170737.2,281146.8
AKM,DK_joust,22,423691.6,181811.1,MIRAMAR,2U4GBNA0Ymmt9Me8bz8ZuPj8bnzppQNUSvyx3lLMZQhospGPyQF-8OCLimqYKC8N,331,Foever123110,35,425118.6,182489.5
Down and Out,Mimang_lu,8,526563.5,358370.3,MIRAMAR,2U4GBNA0YmlgeU3zN7a9yFHUj6XRQwAtLWOi9IassYgDvSX5b4pbsBB0tTyVsQvq,775,Oownage,18,521471.5,358810.1
Down and Out,CraiigsList,11,600090.6,599117.6,ERANGEL,2U4GBNA0YmnwreMJd0AVYRijCnouZcX9orUYKJn8y2hqeV7PMGx2FXt-rL15YY8O,657,fackyouyang,20,596323,591252.4
AKM,GrungiestTrack,3,682753.8,363175.2,ERANGEL,2U4GBNA0Ymk8lgVMj93Iz3MP_rm7bmjEbzHCj130Sym6En7ynOwJ9qXlnF_wGQn0,1371,Karlyaec,10,675904.6,354804.2
Down and Out,dehenree,10,551278.1,319135.2,MIRAMAR,2U4GBNA0YmneUVNcg3eUEpaplRhKNajALrl8Jbl7GTP9iWgs7vHAqxibNwNga28l,1281,YUTIANVT,11,549661.3,313552.4
S12K,bbyfrtsmcgezak,15,444256.4,621886.3,ERANGEL,2U4GBNA0YmnEDAvj4HVcJ6glBME8IiQLipnC9nLYXfqy6G974JK6fCzOEXHvL0mX,345,Nelvim,20,446092.4,619157.3
Pickup Truck,GreedyIrish,8,317722.4,362527.8,MIRAMAR,2U4GBNA0Ymn9Q8cwmHavxfRURwk6Yv44c-oQ6BNgacWF92lnfnuj-puUFeNqe14M,751,Hinneey,15,324157,372599.9
Tommy Gun,H0wlplayz_,12,480395.9,327813.9,ERANGEL,2U4GBNA0YmnjwQWwyFpZf5lUGb0BH7tZcXR2l3WzSRyDeoGt8GIyNewCPPvYT48z,245,FENG_QI,41,478326.6,327206.6
UMP9,wuwujiji8808,18,470544.4,406442.8,MIRAMAR,2U4GBNA0YmnZOEaSrjrKuoYmnjqVs4byybeHsT7K5OlHprvqmm3la_awXIbnbkFd,429,Acaibiubiubiu,17,471357.2,404777.6
Tommy Gun,RickSenpai,22,365698.3,418835,ERANGEL,2U4GBNA0YmmjTENhREdVFR7ejokLXTCmIUVv1pjsdNeEqyBU0yhTTw-goVEdSMIn,593,BuckeyeFox,28,365860.4,418301.1
Down and Out,unaunagi,19,221806.7,395267.6,ERANGEL,2U4GBNA0YmnYw8IwC98JlXLN1OEBbJeLf7xCjAuqriS7UEXsm37_uE7uJpuyIssK,129,amigoyen,23,220950.6,395020.1
SKS,#unknown,1,643484.1,356755.2,MIRAMAR,2U4GBNA0YmkXpPbgKnDTriSl8Pv1pkwcu7xelUz3TuYEh3M-ap5RuTDA8NlPrTVi,1711,suodada8,4,647269.1,361676.9
UMP9,SnakeKing,23,207346.9,236546.1,ERANGEL,2U4GBNA0Yml2baPEXQfk9FW6YrBeUmfHpU3KkgAv__9apFkOAVI-dSGWlKJ-q0UM,338,76574,34,207820.3,235861.3
Micro UZI,BBAB123,29,206705.8,234509,ERANGEL,2U4GBNA0YmmaZKOxYSjR-DPAGegK6FkhUQHcImY78xQfTRqvvl3gIZhAbdPkOpld,240,Fournut,25,206748.6,234851.5
Micro UZI,PM_KING,60,373543.7,411590.4,ERANGEL,2U4GBNA0Ymm5agUAMrje9pB5G6Qp3BomsWTqZCrI4QYwg7gf_FsIHRHSntDmxUB1,269,iamduchao,68,372868.6,411579
Down and Out,CCCCCCCC_66,1,451086.6,301357.6,NA,2U4GBNA0Ymn3IaR1VsduKA64HYL9SjJUJPOcaE8ScTJ3491t3wwTxkPi2j6Ubq5o,1650,Axnang,4,481563.8,314619
Micro UZI,wangdamu,21,451943.8,344512.3,ERANGEL,2U4GBNA0Ymk62TA_wd8Ma-9MuRnJfUhbmShGXHrB5fduD5eKP4ugSF8rhQGzmii5,359,KaEran521,54,450503.9,344375.6
Down and Out,suhail634,21,627257.5,377900.2,ERANGEL,2U4GBNA0YmlPcDE1fnBDvDltnxvcrpJYI4y0AdJOEQrUFOgd13xqXzen9aboo6yi,111,xhds,23,625924.1,372336.9
M416,Windsbaby,10,478601.2,188966.8,ERANGEL,2U4GBNA0Yml8TrtPJtZWY_M0l-zJ1-v1rL4vJCf3Bt3-VXxsS90ksizrCSy2X_F1,1108,HG-Silentquiet,14,482989.5,187142.4
AKM,UDDarkMatter,30,658191.3,472090.6,ERANGEL,2U4GBNA0YmnUghSUPtzZOu-06sjfV7fwDFfyRKE3o_mHEL6ve06Vo1a3ky5G0W7W,252,justwantit,57,659156.6,472183.9
Down and Out,YDJacob,1,648975.6,487921.9,ERANGEL,2U4GBNA0YmniOIr7TdPVlosZTWSHE_dzPHCX1-W1YThu5ndA4XgPOIJ0E6uxWzr-,1835,RockstarPunched,4,636940.8,487296.6
AKM,ChronicKlepto,34,395884,355962.5,ERANGEL,2U4GBNA0Ymn-jGFBNyWhkRccG6Wix1--sUT0BN8WuOcoTQt9gDqXhHjd7VnrKKTE,307,Cheesus-,23,395714.2,355783.6
SCAR-L,BayMaxFor16,12,389823,233314.2,ERANGEL,2U4GBNA0YmlS_mrPdwaNwSq948NNUMwZPu9oAHSxh23GcwQnfzkPZzUgLfSJHxz3,1142,Ordestur,16,387576.3,235023.2
AKM,SLDJAIODJAIOP,13,337746.5,530298.8,ERANGEL,2U4GBNA0YmmQDfjSrVQW5xFJloeZuh_sx1IsxZN8V7WfJEOfrCTZ8uzXzHvvzoSJ,668,Lijiayong01,15,337817,533006.1
Kar98k,Istor,26,353112.8,412406.2,ERANGEL,2U4GBNA0YmlZ0e_QJ8bpklb2i80e8eZFLVfvbryco9xgOKZgZMSE6dakOSOhehI5,393,Best_Ar_QinShou,31,356679.3,411614.1
DP-28,D--JIBA,13,559907.9,245987.4,ERANGEL,2U4GBNA0YmlEh8U53WaHFnDxexQfAR33s5RWozaK4Y6CXW95GCMAyxV-R0U2Wr2L,680,Air_Mattress,16,560557.2,248861.6
M16A4,W-chicken,27,626447.3,605856.9,ERANGEL,2U4GBNA0YmnjhP9BxTJdhs2xGjRyd01thWVkWCm0QjgzwQqvvIbwGuSsNowQ8_UC,309,Excalibur7,24,626785.4,605455.7
M24,Ayazi,1,677522,341885.8,ERANGEL,2U4GBNA0Ymndnid7vF4E2F7Ooi2BKX8HdRcc5mxuxESnwSCem9YbxOnOkItRR1Vb,1503,dongup8,12,675371.6,340114.6
Down and Out,godking520,10,329441.3,149799.2,ERANGEL,2U4GBNA0YmnxJfuId501r93BOh3g1ak869CjKqQemwC0UkIaFnQWD5FB9pghi3_i,474,PDDWANG,13,330448.6,148947.5
S1897,Medyr,80,431935.4,186231,MIRAMAR,2U4GBNA0YmlPBCK1a0t1JH9wm6f__yyP5r1pwOt6VRZBpDjSl1t5r6W3DZDxh6uF,120,Qwainy,83,434662,187332.8
Grenade,Yangmenglin,1,524770,316969.8,ERANGEL,2U4GBNA0Yml8SI4-6xLvMw0CfdHE70SGolQdAlBGq-vaRt_UFkb6vcNUu8EOVisT,1756,UOU007,2,518134.4,320007.3
Tommy Gun,gdcaudill,2,623420.4,462674.3,MIRAMAR,2U4GBNA0Ymmz6aU6yBoM2r9IJzUH_X-gNaYtN-DRxqMRlbtmGAyhyEVdk1_Sb32I,667,FKzc504,22,622885.5,462326.5
Win94,wenppppp1,8,185760.4,700823,MIRAMAR,2U4GBNA0YmnQhh33vHhHK6BUzaTkHb4yNTWdEhL9Q8_Q933yMk6dPUnAlAjIZtFV,270,Godfather_123,4,185248.5,700449.8
S686,BushDIDNTdo911,31,362231.8,394021.3,ERANGEL,2U4GBNA0Ymk3avN49ypiK90J5mB47I1bQZZ7VCTgVlW1dUCyWXsTSD61IU0MfXTY,106,Xenezim,36,362026.1,393349
Down and Out,germN,4,336874.6,121717.7,ERANGEL,2U4GBNA0YmkXJMIRNVgY1WkBNr35fQjJSlWAUALJHsmisbPa-xMBxnmcFMw4-wRf,1365,zhongguolaosiji,6,336525.9,122303.5
Falling,NA,NA,NA,NA,ERANGEL,2U4GBNA0YmmwOSIHQGKzQI-AH0fEsxtUz9-4WD-7dd6nIFfjk6nELs3fxh60fGsA,537,yixiaoyao520,24,397226.8,170089.8
AKM,1006042306,29,628941.7,374312.8,ERANGEL,2U4GBNA0Ymk8s5Jb-Zu8MBbB-4c7OA3tY2MEx-DXmqNiy9WA9SfbCfdDlNz7nVFB,208,Alex_x1x1,37,631484.9,374792.6
Down and Out,Bucky_WS,17,565473.8,236089.9,ERANGEL,2U4GBNA0YmmRg23YV8n_cJULZb6lhOeCbbCcSJyxieKxuKvVWUGCzf6DIzaeQLFD,802,wjksdasldd,23,565842.9,230271.8
Down and Out,xOaz,6,287975.9,306229.8,ERANGEL,2U4GBNA0Yml7ck3YGd4-q8qqQYb2RZFXYmq4VQZg2POMErcMhkVtQCaced-XDQkB,1483,PuseWrist,4,299124.6,314389.8
Micro UZI,JuNkBUck,9,422879.3,324492.6,ERANGEL,2U4GBNA0YmnYLbzXxfyplPWlv6Zsc0LQ71xvcqjh1C-hhy4nmJ_R0-dwj7bofu2r,159,13838438,80,421094.7,324398.8
S12K,Ztar_warZ,45,450899.6,621127.1,ERANGEL,2U4GBNA0YmncwxMT2sr9dhl6_fHtZkJ_0WWgKP4SEl-SDrafDgb_TiGWTsseS4ju,199,Captain_Moist,70,450697,621035.1
S1897,Dsuduo,37,367120.9,424734.3,MIRAMAR,2U4GBNA0Ymm3vV_qv13A8qHWhnJzQ4Gn804kbDTWMssP43sTwe3oH_01O93r9zk-,138,lqxj,44,367744.8,424082
Down and Out,akaPooks,1,671321.9,300849,ERANGEL,2U4GBNA0Ymnb_hdqAqZ8LLobDzIyKH_QHGbZrcEilUzefl0WKVSYDgj-PKeYRdj3,1024,DiDipeng123,17,669056.3,302942.5
UMP9,JeryNguyen,10,411019.9,286261.6,ERANGEL,2U4GBNA0YmnxBOw_cdll0n2fhWf5DUGM7nNqGEZxElMAM0z4msASPLGToRNR6vj9,310,Ayetrix,21,408488.5,286448.5
P92,Xfactoreffect,1,402076.6,293921.6,ERANGEL,2U4GBNA0YmmxCh20W95Nsok-eYB7roPRbTQHpJQ2pvZcdFEGbsLz87HQO97XF83G,169,TX-666,74,401966.7,294301.2
Down and Out,sccoy7777,7,707468.1,59537.88,MIRAMAR,2U4GBNA0YmnhgS1r4WM6hPS3Cw6RxQ5yn029fqXvb3wApvgWxWEv9Eaw3RqNrC3E,345,StanKiller,30,699913.3,61574.24
S12K,DOUYU_dundun,62,171451.8,306884.2,ERANGEL,2U4GBNA0YmkPb9dTYsrPke0YUvAtHMUgaquJl6dy98iFMIV4W-_WAFfe2u3ZtB69,131,BanManLen,79,171550.8,307383.6
SCAR-L,marinlol,4,315824.4,361633.8,MIRAMAR,2U4GBNA0Ymmf75H8Q1GUjqCuU8rZk1ntDzndgQFXAXWK36s4urVw1PcbYj0f5ZUM,1366,ONEBEAST09,15,316405.7,362079.3
SKS,sharenqiang,2,622804.1,433327.2,ERANGEL,2U4GBNA0YmkrHlJlEqktTW-InfHxe9dpsyv81jA1SjpjWLBBbLOC3hXaf8LeZ3Ri,1224,Wrath19,6,632831.1,447381.7
S686,kyleRX,15,423284.2,326850.8,ERANGEL,2U4GBNA0YmmsR9q51hvVmgO9fq6V9-WPezzyR85K86D9JEb-V1B8NgCtBI8OcbtS,1076,chrisma666,26,423055.9,327689.6
M16A4,NotYet-Undead,1,146982.1,460927.5,ERANGEL,2U4GBNA0YmmtXZrznPOImr1kv1aTCybOAfZAuAacTjwl3osFPlZubXevkWaoYsid,1396,LSR_sugar2tap,8,144768.5,462587.3
M16A4,HeChen666,3,664390.6,205117.8,MIRAMAR,2U4GBNA0YmlqnRghSPlljtXZaQ2baqJkskOxYo1sDiUqdJyQPFu8KyaQNQhoVzxK,1007,JackYzai,15,663705.6,202383
S1897,YodelingClam,27,424223.7,326497.5,ERANGEL,2U4GBNA0YmmDpaZ6MR8OPM1hf7dSEnqkJN_EZ7985k3RNi7vt-SZ26jAkh3SrSQ-,154,IU_KR,31,424038.2,326103.1
Down and Out,Regrettttt,1,341922.8,387471.1,MIRAMAR,2U4GBNA0Ymm7_lqZHXPy6NUlMx7jG8RFu12VqBqAzuVLLp3nWbex9NJxuE0EflV4,1497,XSEIPP,8,343854.3,387058.9
Kar98k,SUNXISHAN,20,481822.9,651298.3,ERANGEL,2U4GBNA0YmlZM_RDAnjmYS7EK4EeHsqHitS8r5w0uxmDFvYSi2xnOTWydzl6l99B,1762,AcLord,3,467929.2,649153.2
Mini 14,BoomboomboomT,2,332983.2,344517.9,ERANGEL,2U4GBNA0YmktUEj1v8Y4q219I2B71B5v7pRy6vx42O94hqDKiOEoVrcRj9Nm2DHG,1711,SmallWhite95,4,321540.4,339813.6
UMP9,coolscarf,20,599926.8,489199.4,ERANGEL,2U4GBNA0YmkGWd2k7TfHifHQ4ANy8zhVcOD94wt4Rvo3vIRdvEea6dDv4gKX57G5,198,Chawato,22,600601.6,488592.5
AKM,shangtian-ba,15,467442.8,643783.1,ERANGEL,2U4GBNA0YmnDeVyVn8nqQHPIqVEclYXAqzXCMrxcjWOBu2E7o-4XAHde4dylNa1_,392,wei-nan,11,467976.5,643731.9
Down and Out,wanshangchiji_FF,5,687611.2,410058,MIRAMAR,2U4GBNA0Ymm8vqAZ8Wa-HBYXU_5HrUsCmPhawSJqLZ5jLUw9fkcTGiZ88cs1u1aA,1087,turnleft000,16,691827.4,404544.8
Down and Out,jameskk717,1,552065.3,568881.5,ERANGEL,2U4GBNA0YmnfIHxMuJ2_U0rz-nOfJ_h9p9_o83_RRTvAtifxQXKQ6al0yk3g4N9G,777,you_aresb,21,552227,569518.9
Hit by Car,abc46546,38,428873,324040.9,ERANGEL,2U4GBNA0YmmGTfRKsigqr8LKhYGCXulQaNSl66diY7uBRocXfYZT0mdPmnyvmqv4,468,abc46546,38,428873,324040.9
